"Published on","Unique ID","Target","Indicator","Indicator Type","Disaggregation","Year","Unit","Value","Footnote","Comments"
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2006","index","0.959121654166667","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2005","index","0.959492311111111","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2014","index","0.956201844037837","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2013","index","0.956544400301044","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2004","index","0.959947594444444","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2015","index","0.955850953791408","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2010","index","0.95762681305512","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2012","index","0.956965047401357","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2009","index","0.957933274602852","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2024","index","0.953211011358951","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2019","index","0.954554834450205","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2017","index","0.95511281320708","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2023","index","0.953533068766272","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2022","index","0.95379517042556","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2008","index","0.958220972692014","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2011","index","0.957290743199054","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2016","index","0.955471897323639","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2018","index","0.954886194027913","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2021","index","0.953980828293696","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288704-1","NT06. By 2030, reduce pollution from all sources to levels that are not harmful to biodiversity and ecosystem functions and human health.","A.3 Red List Index","headline","","2020","index","0.954307313659456","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT17. Substantially and progressively increase financial resources towards biodiversity conservation from all sources, in an effective, timely, innovative and easily accessible manner.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2019"," USD (millions) ","23.10579","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT17. Substantially and progressively increase financial resources towards biodiversity conservation from all sources, in an effective, timely, innovative and easily accessible manner.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2021"," USD (millions) ","7.28156","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT17. Substantially and progressively increase financial resources towards biodiversity conservation from all sources, in an effective, timely, innovative and easily accessible manner.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2016"," USD (millions) ","10.43476","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT17. Substantially and progressively increase financial resources towards biodiversity conservation from all sources, in an effective, timely, innovative and easily accessible manner.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2015"," USD (millions) ","15.00203","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT17. Substantially and progressively increase financial resources towards biodiversity conservation from all sources, in an effective, timely, innovative and easily accessible manner.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2017"," USD (millions) ","7.44569","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT17. Substantially and progressively increase financial resources towards biodiversity conservation from all sources, in an effective, timely, innovative and easily accessible manner.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2022"," USD (millions) ","17.2364","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT17. Substantially and progressively increase financial resources towards biodiversity conservation from all sources, in an effective, timely, innovative and easily accessible manner.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2018"," USD (millions) ","25.36342","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT17. Substantially and progressively increase financial resources towards biodiversity conservation from all sources, in an effective, timely, innovative and easily accessible manner.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2020"," USD (millions) ","8.36801","",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2022","million USD","783.21","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2021","million USD","296.99","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2020","million USD","270.03","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2023","million USD","782.01","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2024","million USD","766.29","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2015"," USD (millions) ","15.00203","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2016"," USD (millions) ","10.43476","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2017"," USD (millions) ","7.44569","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2018"," USD (millions) ","25.36342","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2019"," USD (millions) ","23.10579","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2020"," USD (millions) ","8.36801","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2021"," USD (millions) ","7.28156","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2022"," USD (millions) ","17.2364","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2023","billion tugrik","258","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2020","billion tugrik","355","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2021","billion tugrik","242.9","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2022","billion tugrik","309.6","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2024","million USD","766.29","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2022","million USD","783.21","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2021","million USD","296.99","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2020","million USD","270.03","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2023","million USD","782.01","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2020"," USD (millions) ","8.36801","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2021"," USD (millions) ","7.28156","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2019"," USD (millions) ","23.10579","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2018"," USD (millions) ","25.36342","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2022"," USD (millions) ","17.2364","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2016"," USD (millions) ","10.43476","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2015"," USD (millions) ","15.00203","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT19. By 2030, data and information relevant to biodiversity and ecosystem services are widely accessible to decision makers, scientists and the public to guide effective and equitable governance, integrated and participatory management of biodiversity.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2017"," USD (millions) ","7.44569","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2023","billion tugrik","258","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2021","billion tugrik","242.9","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2020","billion tugrik","355","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2022","billion tugrik","309.6","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2020","million USD","270.03","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2024","million USD","766.29","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2023","million USD","782.01","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2022","million USD","783.21","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2021","million USD","296.99","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT20. By 2030, ensure full, equitable, inclusive, effective, and gender-responsive representation and participation in decision-making and implementation related to biodiversity and ensure rights over relevant resources of local communities, women and girls as well as youth.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2015"," USD (millions) ","15.00203","",""
